id_chamado,customer_id,frequencia_chamados_6_meses,tipo_erro_reportado,cartucho_registrado,call_date,region,state,cartridge_type,nps,returned,classificacao_risco
CH1479,C0066,2,falha de reconhecimento,True,2025-01-19,Sudeste,RJ,original,8,False,Baixa Probabilidade
CH1480,C0008,4,vazamento de tinta,False,2025-01-23,Sudeste,MG,falsificado,3,True,Alta Probabilidade de Falsificação
CH1481,C0174,1,falha de reconhecimento,True,2024-12-19,Nordeste,CE,generico,5,False,Baixa Probabilidade
CH1482,C0037,1,falha de reconhecimento,True,2024-10-28,Norte,AC,original,10,True,Baixa Probabilidade
CH1483,C0053,1,falha de reconhecimento,True,2025-04-06,Sudeste,RJ,generico,7,True,Baixa Probabilidade
CH1484,C0108,5,vazamento de tinta,False,2025-04-25,Centro-Oeste,DF,falsificado,1,True,Alta Probabilidade de Falsificação
CH1485,C0015,5,falha de reconhecimento,False,2024-10-23,Centro-Oeste,DF,falsificado,0,True,Alta Probabilidade de Falsificação
CH1486,C0056,5,vazamento de tinta,False,2025-04-17,Nordeste,MA,falsificado,3,True,Alta Probabilidade de Falsificação
CH1487,C0138,3,vazamento de tinta,False,2024-09-07,Nordeste,BA,falsificado,0,True,Alta Probabilidade de Falsificação
CH1488,C0086,2,baixa qualidade de impressão,True,2024-08-18,Sudeste,ES,generico,4,False,Baixa Probabilidade
CH1489,C0096,4,danificou a impressora,False,2025-02-24,Nordeste,CE,falsificado,3,True,Alta Probabilidade de Falsificação
CH1490,C0060,1,baixa qualidade de impressão,True,2024-12-14,Sul,RS,generico,4,False,Baixa Probabilidade
CH1491,C0009,3,danificou a impressora,False,2025-03-02,Centro-Oeste,GO,falsificado,2,True,Alta Probabilidade de Falsificação
CH1492,C0015,5,falha de reconhecimento,False,2025-01-19,Sudeste,ES,falsificado,0,True,Alta Probabilidade de Falsificação
CH1493,C0082,1,baixa qualidade de impressão,True,2025-04-29,Nordeste,CE,original,8,False,Baixa Probabilidade
CH1494,C0018,5,vazamento de tinta,False,2024-07-14,Sudeste,ES,falsificado,0,True,Alta Probabilidade de Falsificação
CH1495,C0134,1,falha de reconhecimento,True,2025-01-07,Nordeste,BA,generico,6,False,Baixa Probabilidade
CH1496,C0187,4,falha de reconhecimento,False,2024-10-22,Sul,PR,falsificado,0,True,Alta Probabilidade de Falsificação
CH1497,C0150,2,outro,True,2024-10-03,Sudeste,RJ,original,6,False,Baixa Probabilidade
CH1498,C0187,5,falha de reconhecimento,False,2025-02-09,Sul,RS,falsificado,2,True,Alta Probabilidade de Falsificação
CH1499,C0169,3,falha de reconhecimento,False,2025-06-03,Sudeste,ES,falsificado,2,True,Alta Probabilidade de Falsificação
CH1500,C0045,2,baixa qualidade de impressão,True,2024-09-16,Nordeste,BA,original,6,False,Baixa Probabilidade
CH1501,C0152,2,outro,True,2024-10-30,Sudeste,SP,generico,5,False,Baixa Probabilidade
CH1502,C0156,2,falha de reconhecimento,True,2024-11-07,Centro-Oeste,DF,original,6,False,Baixa Probabilidade
CH1503,C0094,1,baixa qualidade de impressão,True,2024-11-27,Norte,TO,original,6,False,Baixa Probabilidade
CH1504,C0180,1,baixa qualidade de impressão,True,2025-06-15,Nordeste,PE,original,6,False,Baixa Probabilidade
CH1505,C0044,4,vazamento de tinta,False,2024-10-22,Nordeste,BA,falsificado,3,True,Alta Probabilidade de Falsificação
CH1506,C0185,5,vazamento de tinta,False,2024-12-08,Sudeste,RJ,falsificado,0,True,Alta Probabilidade de Falsificação
CH1507,C0115,1,falha de reconhecimento,True,2025-04-21,Centro-Oeste,DF,original,7,False,Baixa Probabilidade
CH1508,C0134,2,baixa qualidade de impressão,True,2024-07-07,Sudeste,MG,generico,3,False,Baixa Probabilidade
CH1509,C0049,4,danificou a impressora,False,2024-09-16,Sudeste,MG,falsificado,2,True,Alta Probabilidade de Falsificação
CH1510,C0006,2,baixa qualidade de impressão,True,2024-11-10,Norte,PA,original,10,False,Baixa Probabilidade
CH1511,C0177,4,vazamento de tinta,False,2024-10-31,Sudeste,SP,falsificado,1,True,Alta Probabilidade de Falsificação
CH1512,C0188,2,baixa qualidade de impressão,True,2024-08-16,Sul,SC,original,8,False,Baixa Probabilidade
CH1513,C0040,2,baixa qualidade de impressão,True,2024-12-14,Sudeste,SP,original,9,False,Baixa Probabilidade
CH1514,C0076,5,falha de reconhecimento,False,2024-10-09,Centro-Oeste,MS,falsificado,0,True,Alta Probabilidade de Falsificação
CH1515,C0152,2,outro,True,2024-09-06,Centro-Oeste,MS,original,7,False,Baixa Probabilidade
CH1516,C0113,3,danificou a impressora,False,2024-06-30,Sudeste,MG,falsificado,1,True,Alta Probabilidade de Falsificação
CH1517,C0178,1,baixa qualidade de impressão,True,2025-01-18,Sul,SC,original,6,False,Baixa Probabilidade
CH1518,C0084,2,baixa qualidade de impressão,True,2024-08-18,Sul,SC,original,9,False,Baixa Probabilidade
CH1519,C0025,3,vazamento de tinta,False,2024-06-17,Centro-Oeste,DF,falsificado,1,True,Alta Probabilidade de Falsificação
CH1520,C0047,5,falha de reconhecimento,False,2025-01-16,Norte,AC,falsificado,3,True,Alta Probabilidade de Falsificação
CH1521,C0192,2,falha de reconhecimento,True,2024-10-22,Centro-Oeste,MT,generico,5,False,Baixa Probabilidade
CH1522,C0181,2,baixa qualidade de impressão,True,2024-06-21,Sul,RS,original,10,True,Baixa Probabilidade
CH1523,C0188,1,falha de reconhecimento,True,2024-11-08,Centro-Oeste,GO,original,7,False,Baixa Probabilidade
CH1524,C0122,1,outro,True,2025-04-01,Norte,AM,original,7,True,Baixa Probabilidade
CH1525,C0129,2,outro,True,2024-07-16,Sul,RS,original,6,False,Baixa Probabilidade
CH1526,C0022,1,falha de reconhecimento,True,2025-01-22,Sul,RS,original,6,False,Baixa Probabilidade
CH1527,C0166,2,outro,True,2024-09-20,Centro-Oeste,MS,original,10,False,Baixa Probabilidade
CH1528,C0159,5,vazamento de tinta,False,2024-11-11,Centro-Oeste,GO,falsificado,0,True,Alta Probabilidade de Falsificação
CH1529,C0162,3,vazamento de tinta,False,2024-10-17,Nordeste,MA,falsificado,1,True,Alta Probabilidade de Falsificação
CH1530,C0146,3,danificou a impressora,False,2025-05-28,Nordeste,MA,falsificado,0,True,Alta Probabilidade de Falsificação
CH1531,C0063,2,falha de reconhecimento,True,2025-01-22,Sul,RS,original,9,False,Baixa Probabilidade
CH1532,C0071,3,vazamento de tinta,False,2025-02-08,Sul,SC,falsificado,3,True,Alta Probabilidade de Falsificação
CH1533,C0142,5,vazamento de tinta,False,2024-11-08,Sudeste,ES,falsificado,3,True,Alta Probabilidade de Falsificação
CH1534,C0144,3,vazamento de tinta,False,2024-09-30,Norte,TO,falsificado,3,True,Alta Probabilidade de Falsificação
CH1535,C0136,1,baixa qualidade de impressão,True,2025-03-05,Norte,TO,original,7,False,Baixa Probabilidade
CH1536,C0125,1,baixa qualidade de impressão,True,2025-04-17,Centro-Oeste,MS,original,7,False,Baixa Probabilidade
CH1537,C0098,1,falha de reconhecimento,True,2025-03-15,Norte,AC,original,7,False,Baixa Probabilidade
CH1538,C0151,2,outro,True,2025-02-24,Norte,PA,original,6,False,Baixa Probabilidade
CH1539,C0120,5,falha de reconhecimento,False,2024-07-14,Centro-Oeste,DF,falsificado,2,True,Alta Probabilidade de Falsificação
CH1540,C0041,4,falha de reconhecimento,False,2025-01-17,Centro-Oeste,DF,falsificado,2,True,Alta Probabilidade de Falsificação
CH1541,C0112,1,outro,True,2025-02-23,Nordeste,PE,original,9,False,Baixa Probabilidade
CH1542,C0073,5,falha de reconhecimento,False,2025-05-17,Sul,PR,falsificado,0,True,Alta Probabilidade de Falsificação
CH1543,C0025,3,danificou a impressora,False,2024-08-06,Sudeste,RJ,falsificado,2,True,Alta Probabilidade de Falsificação
CH1544,C0094,3,vazamento de tinta,False,2024-09-23,Sudeste,RJ,falsificado,2,True,Alta Probabilidade de Falsificação
CH1545,C0099,3,falha de reconhecimento,False,2025-04-13,Sul,RS,falsificado,0,True,Alta Probabilidade de Falsificação
CH1546,C0002,2,outro,True,2024-12-11,Sudeste,SP,original,6,True,Baixa Probabilidade
CH1547,C0090,1,falha de reconhecimento,True,2024-10-13,Centro-Oeste,DF,original,7,False,Baixa Probabilidade
CH1548,C0130,5,danificou a impressora,False,2025-04-14,Sudeste,MG,falsificado,2,True,Alta Probabilidade de Falsificação
CH1549,C0124,2,baixa qualidade de impressão,True,2024-07-26,Centro-Oeste,DF,original,6,False,Baixa Probabilidade
CH1550,C0090,4,vazamento de tinta,False,2024-09-19,Sul,PR,falsificado,3,True,Alta Probabilidade de Falsificação
CH1551,C0071,3,vazamento de tinta,False,2024-09-14,Sudeste,MG,falsificado,2,True,Alta Probabilidade de Falsificação
CH1552,C0106,3,danificou a impressora,False,2024-07-25,Sudeste,SP,falsificado,3,True,Alta Probabilidade de Falsificação
CH1553,C0063,2,baixa qualidade de impressão,True,2025-05-13,Sudeste,MG,original,9,False,Baixa Probabilidade
CH1554,C0141,4,vazamento de tinta,False,2024-07-22,Sul,PR,falsificado,1,True,Alta Probabilidade de Falsificação
CH1555,C0147,2,falha de reconhecimento,True,2025-06-11,Sul,SC,generico,3,False,Baixa Probabilidade
CH1556,C0148,1,baixa qualidade de impressão,True,2025-01-30,Centro-Oeste,MT,original,10,False,Baixa Probabilidade
CH1557,C0106,2,outro,True,2024-07-12,Centro-Oeste,MS,original,8,False,Baixa Probabilidade
CH1558,C0095,2,baixa qualidade de impressão,True,2025-01-23,Nordeste,MA,original,7,False,Baixa Probabilidade
CH1559,C0016,3,vazamento de tinta,False,2024-07-10,Norte,TO,falsificado,3,True,Alta Probabilidade de Falsificação
CH1560,C0004,1,outro,True,2024-12-17,Nordeste,CE,original,6,False,Baixa Probabilidade
CH1561,C0106,2,outro,True,2024-07-20,Sul,PR,original,7,False,Baixa Probabilidade
CH1562,C0195,4,falha de reconhecimento,False,2024-08-04,Sudeste,ES,falsificado,1,True,Alta Probabilidade de Falsificação
CH1563,C0182,2,baixa qualidade de impressão,True,2024-06-20,Nordeste,BA,original,7,False,Baixa Probabilidade
CH1564,C0118,3,danificou a impressora,False,2024-10-17,Sudeste,ES,falsificado,0,True,Alta Probabilidade de Falsificação
CH1565,C0107,4,vazamento de tinta,False,2025-04-04,Centro-Oeste,DF,falsificado,0,True,Alta Probabilidade de Falsificação
CH1566,C0076,4,vazamento de tinta,False,2025-04-17,Norte,TO,falsificado,1,True,Alta Probabilidade de Falsificação
CH1567,C0066,2,falha de reconhecimento,True,2025-06-01,Sul,RS,original,7,False,Baixa Probabilidade
CH1568,C0012,2,falha de reconhecimento,True,2024-11-12,Centro-Oeste,MT,original,7,False,Baixa Probabilidade
CH1569,C0142,2,baixa qualidade de impressão,True,2024-11-11,Centro-Oeste,DF,original,9,False,Baixa Probabilidade
CH1570,C0096,2,falha de reconhecimento,True,2025-01-18,Sudeste,SP,original,10,False,Baixa Probabilidade
CH1571,C0104,5,vazamento de tinta,False,2025-03-21,Sudeste,SP,falsificado,1,True,Alta Probabilidade de Falsificação
CH1572,C0142,4,vazamento de tinta,False,2025-05-03,Centro-Oeste,MT,falsificado,3,True,Alta Probabilidade de Falsificação
CH1573,C0098,5,vazamento de tinta,False,2024-07-16,Sul,SC,falsificado,3,True,Alta Probabilidade de Falsificação
CH1574,C0043,5,vazamento de tinta,False,2024-12-08,Sul,SC,falsificado,3,True,Alta Probabilidade de Falsificação
CH1575,C0032,1,outro,True,2024-09-11,Nordeste,CE,generico,7,True,Baixa Probabilidade
CH1576,C0194,2,baixa qualidade de impressão,True,2025-04-23,Sudeste,MG,original,6,False,Baixa Probabilidade
CH1577,C0088,2,outro,True,2025-02-25,Sul,RS,generico,5,False,Baixa Probabilidade
CH1578,C0129,1,outro,True,2024-12-01,Norte,TO,original,8,False,Baixa Probabilidade
CH1579,C0108,1,baixa qualidade de impressão,True,2024-12-27,Sudeste,SP,generico,5,False,Baixa Probabilidade
CH1580,C0141,1,baixa qualidade de impressão,True,2024-11-28,Sudeste,MG,original,10,False,Baixa Probabilidade
CH1581,C0042,1,baixa qualidade de impressão,True,2025-05-08,Sudeste,ES,original,9,False,Baixa Probabilidade
CH1582,C0179,1,baixa qualidade de impressão,True,2024-09-14,Sul,PR,original,7,False,Baixa Probabilidade
CH1583,C0192,2,baixa qualidade de impressão,True,2024-09-26,Sudeste,ES,original,6,False,Baixa Probabilidade
CH1584,C0011,2,baixa qualidade de impressão,True,2025-05-01,Centro-Oeste,GO,original,9,False,Baixa Probabilidade
CH1585,C0053,3,falha de reconhecimento,False,2025-02-20,Sudeste,SP,falsificado,0,True,Alta Probabilidade de Falsificação
CH1586,C0118,2,falha de reconhecimento,True,2024-09-10,Nordeste,CE,original,8,False,Baixa Probabilidade
CH1587,C0028,1,baixa qualidade de impressão,True,2024-07-03,Sudeste,RJ,original,8,True,Baixa Probabilidade
CH1588,C0017,4,vazamento de tinta,False,2024-11-11,Norte,PA,falsificado,0,True,Alta Probabilidade de Falsificação
CH1589,C0179,5,danificou a impressora,False,2024-07-31,Sudeste,RJ,falsificado,3,True,Alta Probabilidade de Falsificação
CH1590,C0087,1,falha de reconhecimento,True,2024-08-14,Nordeste,CE,generico,3,False,Baixa Probabilidade
CH1591,C0052,3,danificou a impressora,False,2024-11-10,Sudeste,MG,falsificado,3,True,Alta Probabilidade de Falsificação
CH1592,C0004,2,baixa qualidade de impressão,True,2024-10-15,Norte,PA,original,10,False,Baixa Probabilidade
CH1593,C0123,2,outro,True,2024-10-08,Sudeste,MG,original,9,False,Baixa Probabilidade
CH1594,C0187,1,baixa qualidade de impressão,True,2025-05-17,Nordeste,MA,generico,4,False,Baixa Probabilidade
CH1595,C0158,4,danificou a impressora,False,2024-12-17,Sul,SC,falsificado,1,True,Alta Probabilidade de Falsificação
CH1596,C0199,1,outro,True,2025-01-15,Norte,AC,generico,7,False,Baixa Probabilidade
CH1597,C0086,2,falha de reconhecimento,True,2025-06-04,Sul,RS,generico,3,False,Baixa Probabilidade
CH1598,C0118,1,outro,True,2024-10-01,Centro-Oeste,MS,original,10,False,Baixa Probabilidade
CH1599,C0180,4,vazamento de tinta,False,2024-12-12,Centro-Oeste,DF,falsificado,2,True,Alta Probabilidade de Falsificação
CH1600,C0161,1,outro,True,2025-05-25,Sul,RS,generico,4,False,Baixa Probabilidade
CH1601,C0194,2,baixa qualidade de impressão,True,2024-11-08,Norte,AC,original,10,False,Baixa Probabilidade
CH1602,C0179,1,baixa qualidade de impressão,True,2024-07-21,Sul,RS,generico,7,False,Baixa Probabilidade
CH1603,C0039,1,baixa qualidade de impressão,True,2025-05-12,Centro-Oeste,MS,original,8,False,Baixa Probabilidade
CH1604,C0006,2,falha de reconhecimento,True,2025-03-23,Norte,TO,original,7,False,Baixa Probabilidade
CH1605,C0195,5,danificou a impressora,False,2024-07-17,Norte,AC,falsificado,2,True,Alta Probabilidade de Falsificação
CH1606,C0077,5,vazamento de tinta,False,2025-02-23,Norte,PA,falsificado,1,True,Alta Probabilidade de Falsificação
CH1607,C0172,5,danificou a impressora,False,2024-08-14,Sul,RS,falsificado,3,True,Alta Probabilidade de Falsificação
CH1608,C0012,2,baixa qualidade de impressão,True,2025-05-22,Sudeste,RJ,original,6,False,Baixa Probabilidade
CH1609,C0018,1,falha de reconhecimento,True,2025-04-21,Norte,TO,original,9,False,Baixa Probabilidade
CH1610,C0155,1,baixa qualidade de impressão,True,2024-07-28,Nordeste,PE,original,6,True,Baixa Probabilidade
CH1611,C0154,2,outro,True,2025-02-18,Nordeste,MA,original,10,False,Baixa Probabilidade
CH1612,C0082,2,falha de reconhecimento,True,2024-10-10,Sul,PR,original,9,True,Baixa Probabilidade
CH1613,C0183,1,baixa qualidade de impressão,True,2025-04-26,Nordeste,BA,original,10,False,Baixa Probabilidade
CH1614,C0171,1,baixa qualidade de impressão,True,2024-12-11,Norte,AC,original,9,False,Baixa Probabilidade
CH1615,C0033,1,baixa qualidade de impressão,True,2024-12-30,Sul,PR,original,10,False,Baixa Probabilidade
CH1616,C0080,2,falha de reconhecimento,True,2025-05-01,Norte,AM,generico,6,False,Baixa Probabilidade
CH1617,C0072,5,danificou a impressora,False,2025-04-12,Centro-Oeste,GO,falsificado,1,True,Alta Probabilidade de Falsificação
CH1618,C0134,2,falha de reconhecimento,True,2024-08-07,Nordeste,BA,original,10,False,Baixa Probabilidade
CH1619,C0103,1,baixa qualidade de impressão,True,2025-02-02,Sul,PR,original,8,False,Baixa Probabilidade
CH1620,C0091,1,baixa qualidade de impressão,True,2024-10-13,Norte,AM,original,10,False,Baixa Probabilidade
CH1621,C0117,3,vazamento de tinta,False,2024-07-20,Nordeste,PE,falsificado,1,True,Alta Probabilidade de Falsificação
CH1622,C0038,5,danificou a impressora,False,2024-06-26,Nordeste,BA,falsificado,3,True,Alta Probabilidade de Falsificação
CH1623,C0152,3,vazamento de tinta,False,2025-06-15,Sudeste,RJ,falsificado,3,True,Alta Probabilidade de Falsificação
CH1624,C0153,4,danificou a impressora,False,2024-11-17,Sul,RS,falsificado,0,True,Alta Probabilidade de Falsificação
CH1625,C0025,1,baixa qualidade de impressão,True,2025-05-13,Norte,AC,original,6,False,Baixa Probabilidade
CH1626,C0089,2,falha de reconhecimento,True,2025-05-17,Sul,SC,original,6,True,Baixa Probabilidade
CH1627,C0018,3,falha de reconhecimento,False,2025-02-27,Sul,RS,falsificado,2,True,Alta Probabilidade de Falsificação
CH1628,C0137,3,vazamento de tinta,False,2024-10-12,Sudeste,SP,falsificado,2,True,Alta Probabilidade de Falsificação
CH1629,C0005,2,outro,True,2025-03-13,Sul,RS,generico,6,False,Baixa Probabilidade
CH1630,C0105,2,baixa qualidade de impressão,True,2024-08-22,Centro-Oeste,GO,original,10,True,Baixa Probabilidade
CH1631,C0141,3,danificou a impressora,False,2024-08-12,Centro-Oeste,GO,falsificado,1,True,Alta Probabilidade de Falsificação
CH1632,C0199,5,danificou a impressora,False,2025-01-10,Sudeste,MG,falsificado,3,True,Alta Probabilidade de Falsificação
CH1633,C0179,1,falha de reconhecimento,True,2025-01-14,Centro-Oeste,MT,generico,6,True,Baixa Probabilidade
CH1634,C0013,2,baixa qualidade de impressão,True,2024-07-11,Sudeste,RJ,original,7,False,Baixa Probabilidade
CH1635,C0192,2,baixa qualidade de impressão,True,2025-05-12,Nordeste,MA,original,6,False,Baixa Probabilidade
CH1636,C0183,5,falha de reconhecimento,False,2025-01-23,Nordeste,BA,falsificado,2,True,Alta Probabilidade de Falsificação
CH1637,C0111,5,vazamento de tinta,False,2025-05-05,Sudeste,MG,falsificado,3,True,Alta Probabilidade de Falsificação
CH1638,C0017,3,falha de reconhecimento,False,2025-06-10,Sudeste,SP,falsificado,1,True,Alta Probabilidade de Falsificação
CH1639,C0152,4,danificou a impressora,False,2025-01-15,Nordeste,PE,falsificado,0,True,Alta Probabilidade de Falsificação
CH1640,C0075,1,baixa qualidade de impressão,True,2024-12-22,Sudeste,RJ,original,8,False,Baixa Probabilidade
CH1641,C0021,1,falha de reconhecimento,True,2025-02-27,Sudeste,MG,generico,6,False,Baixa Probabilidade
CH1642,C0129,2,falha de reconhecimento,True,2025-06-09,Centro-Oeste,DF,original,8,False,Baixa Probabilidade
CH1643,C0027,2,outro,True,2024-12-20,Sul,RS,original,6,False,Baixa Probabilidade
CH1644,C0063,1,baixa qualidade de impressão,True,2024-12-23,Sudeste,ES,original,10,False,Baixa Probabilidade
CH1645,C0190,2,falha de reconhecimento,True,2024-07-13,Norte,TO,original,6,False,Baixa Probabilidade
CH1646,C0050,4,vazamento de tinta,False,2024-08-28,Sul,SC,falsificado,1,True,Alta Probabilidade de Falsificação
CH1647,C0008,2,outro,True,2024-09-20,Norte,AM,original,10,False,Baixa Probabilidade
CH1648,C0001,5,vazamento de tinta,False,2024-12-06,Nordeste,PE,falsificado,0,True,Alta Probabilidade de Falsificação
CH1649,C0153,5,vazamento de tinta,False,2025-04-21,Sudeste,SP,falsificado,0,True,Alta Probabilidade de Falsificação
CH1650,C0094,1,baixa qualidade de impressão,True,2024-09-16,Sul,RS,generico,7,False,Baixa Probabilidade
CH1651,C0080,4,falha de reconhecimento,False,2025-03-27,Sul,SC,falsificado,2,True,Alta Probabilidade de Falsificação
CH1652,C0069,5,vazamento de tinta,False,2024-12-13,Sudeste,RJ,falsificado,3,True,Alta Probabilidade de Falsificação
CH1653,C0066,4,falha de reconhecimento,False,2024-10-08,Norte,AM,falsificado,1,True,Alta Probabilidade de Falsificação
CH1654,C0110,1,outro,True,2024-12-27,Sul,PR,original,9,False,Baixa Probabilidade
CH1655,C0059,2,baixa qualidade de impressão,True,2024-06-19,Sul,PR,original,9,False,Baixa Probabilidade
CH1656,C0056,2,outro,True,2025-03-29,Centro-Oeste,MT,original,10,False,Baixa Probabilidade
CH1657,C0146,1,baixa qualidade de impressão,True,2024-09-26,Sul,SC,original,9,False,Baixa Probabilidade
CH1658,C0040,4,danificou a impressora,False,2024-06-18,Sul,SC,falsificado,1,True,Alta Probabilidade de Falsificação
CH1659,C0029,2,outro,True,2025-02-08,Sudeste,RJ,original,7,False,Baixa Probabilidade
CH1660,C0020,2,outro,True,2024-08-01,Sudeste,RJ,generico,3,False,Baixa Probabilidade
CH1661,C0185,5,vazamento de tinta,False,2025-02-10,Norte,AC,falsificado,0,True,Alta Probabilidade de Falsificação
CH1662,C0157,2,baixa qualidade de impressão,True,2024-11-21,Nordeste,PE,generico,4,False,Baixa Probabilidade
CH1663,C0110,1,falha de reconhecimento,True,2024-08-12,Sul,RS,original,9,True,Baixa Probabilidade
CH1664,C0085,1,baixa qualidade de impressão,True,2025-04-16,Norte,TO,original,10,False,Baixa Probabilidade
CH1665,C0054,3,falha de reconhecimento,False,2024-12-11,Centro-Oeste,GO,falsificado,3,True,Alta Probabilidade de Falsificação
CH1666,C0023,1,baixa qualidade de impressão,True,2025-06-06,Sudeste,RJ,original,10,False,Baixa Probabilidade
CH1667,C0178,3,falha de reconhecimento,False,2025-02-07,Sudeste,ES,falsificado,1,True,Alta Probabilidade de Falsificação
CH1668,C0182,4,vazamento de tinta,False,2024-09-10,Nordeste,BA,falsificado,1,True,Alta Probabilidade de Falsificação
CH1669,C0023,5,vazamento de tinta,False,2025-05-11,Sul,PR,falsificado,2,True,Alta Probabilidade de Falsificação
CH1670,C0109,1,outro,True,2025-05-12,Centro-Oeste,MT,original,7,False,Baixa Probabilidade
CH1671,C0079,1,baixa qualidade de impressão,True,2025-03-03,Sul,PR,generico,5,False,Baixa Probabilidade
CH1672,C0001,2,falha de reconhecimento,True,2025-02-10,Norte,AM,original,7,False,Baixa Probabilidade
CH1673,C0188,4,falha de reconhecimento,False,2025-05-15,Sul,RS,falsificado,2,True,Alta Probabilidade de Falsificação
CH1674,C0015,2,baixa qualidade de impressão,True,2024-11-29,Norte,PA,original,7,False,Baixa Probabilidade
CH1675,C0013,5,vazamento de tinta,False,2024-11-25,Sudeste,SP,falsificado,3,True,Alta Probabilidade de Falsificação
CH1676,C0074,2,baixa qualidade de impressão,True,2024-11-12,Nordeste,BA,original,10,False,Baixa Probabilidade
CH1677,C0057,3,vazamento de tinta,False,2024-09-16,Sul,RS,falsificado,3,True,Alta Probabilidade de Falsificação
CH1678,C0117,2,baixa qualidade de impressão,True,2025-04-03,Centro-Oeste,DF,original,10,False,Baixa Probabilidade
CH1679,C0109,2,baixa qualidade de impressão,True,2024-11-05,Nordeste,BA,generico,4,False,Baixa Probabilidade
CH1680,C0132,2,falha de reconhecimento,True,2024-10-12,Sudeste,MG,original,9,True,Baixa Probabilidade
CH1681,C0019,4,vazamento de tinta,False,2024-07-13,Sul,RS,falsificado,1,True,Alta Probabilidade de Falsificação
CH1682,C0181,3,falha de reconhecimento,False,2024-12-14,Sul,RS,falsificado,0,True,Alta Probabilidade de Falsificação
CH1683,C0063,1,outro,True,2024-12-09,Norte,AC,original,9,False,Baixa Probabilidade
CH1684,C0054,1,baixa qualidade de impressão,True,2025-01-19,Norte,PA,original,7,False,Baixa Probabilidade
CH1685,C0080,2,falha de reconhecimento,True,2025-04-14,Centro-Oeste,DF,original,6,False,Baixa Probabilidade
CH1686,C0195,1,baixa qualidade de impressão,True,2025-05-03,Norte,PA,original,9,False,Baixa Probabilidade
CH1687,C0161,2,falha de reconhecimento,True,2025-04-11,Norte,AC,original,10,False,Baixa Probabilidade
CH1688,C0087,5,vazamento de tinta,False,2024-09-13,Sudeste,ES,falsificado,3,True,Alta Probabilidade de Falsificação
CH1689,C0187,1,falha de reconhecimento,True,2025-05-03,Sudeste,RJ,original,9,False,Baixa Probabilidade
CH1690,C0134,2,baixa qualidade de impressão,True,2025-04-06,Centro-Oeste,MS,original,8,False,Baixa Probabilidade
CH1691,C0048,2,outro,True,2025-04-08,Sudeste,RJ,original,8,False,Baixa Probabilidade
CH1692,C0023,1,falha de reconhecimento,True,2024-09-22,Centro-Oeste,GO,original,6,False,Baixa Probabilidade
CH1693,C0166,2,falha de reconhecimento,True,2024-10-21,Norte,TO,original,7,False,Baixa Probabilidade
CH1694,C0034,4,vazamento de tinta,False,2024-10-02,Sul,PR,falsificado,2,True,Alta Probabilidade de Falsificação
CH1695,C0012,4,vazamento de tinta,False,2025-02-04,Sudeste,SP,falsificado,1,True,Alta Probabilidade de Falsificação
CH1696,C0082,2,baixa qualidade de impressão,True,2025-01-27,Nordeste,CE,original,10,False,Baixa Probabilidade
CH1697,C0073,2,baixa qualidade de impressão,True,2024-06-19,Norte,AM,original,7,False,Baixa Probabilidade
CH1698,C0014,2,baixa qualidade de impressão,True,2024-07-08,Norte,AC,original,7,True,Baixa Probabilidade
CH1699,C0135,4,danificou a impressora,False,2025-05-03,Norte,PA,falsificado,1,True,Alta Probabilidade de Falsificação
CH1700,C0074,2,baixa qualidade de impressão,True,2025-04-07,Centro-Oeste,DF,original,8,True,Baixa Probabilidade
CH1701,C0085,5,vazamento de tinta,False,2024-08-07,Sudeste,ES,falsificado,2,True,Alta Probabilidade de Falsificação
CH1702,C0096,2,baixa qualidade de impressão,True,2025-05-22,Sul,SC,original,9,False,Baixa Probabilidade
CH1703,C0075,1,baixa qualidade de impressão,True,2024-10-01,Nordeste,BA,generico,7,False,Baixa Probabilidade
CH1704,C0018,3,vazamento de tinta,False,2024-10-13,Norte,AM,falsificado,2,True,Alta Probabilidade de Falsificação
CH1705,C0146,3,falha de reconhecimento,False,2024-12-21,Nordeste,MA,falsificado,0,True,Alta Probabilidade de Falsificação
CH1706,C0139,2,outro,True,2024-10-30,Sudeste,RJ,original,6,False,Baixa Probabilidade
CH1707,C0094,1,baixa qualidade de impressão,True,2025-05-29,Centro-Oeste,GO,original,9,False,Baixa Probabilidade
CH1708,C0057,2,falha de reconhecimento,True,2024-10-09,Sudeste,RJ,original,10,False,Baixa Probabilidade
CH1709,C0076,2,outro,True,2024-09-07,Centro-Oeste,MS,original,9,True,Baixa Probabilidade
CH1710,C0088,5,danificou a impressora,False,2025-06-11,Norte,TO,falsificado,3,True,Alta Probabilidade de Falsificação
CH1711,C0074,1,baixa qualidade de impressão,True,2024-06-26,Norte,AC,original,7,False,Baixa Probabilidade
CH1712,C0143,3,vazamento de tinta,False,2025-01-16,Nordeste,PE,falsificado,3,True,Alta Probabilidade de Falsificação
CH1713,C0085,1,baixa qualidade de impressão,True,2025-04-09,Centro-Oeste,MS,generico,7,False,Baixa Probabilidade
CH1714,C0104,1,baixa qualidade de impressão,True,2025-06-07,Nordeste,MA,original,7,False,Baixa Probabilidade
CH1715,C0012,2,baixa qualidade de impressão,True,2025-03-05,Sul,RS,generico,7,False,Baixa Probabilidade
CH1716,C0106,2,baixa qualidade de impressão,True,2025-03-07,Nordeste,MA,generico,6,False,Baixa Probabilidade
